,0,1,2,3,4
0,2018-05-12,NOME家居,A+轮,1.8亿人民币,红杉资本中国 今日资本
1,2018-05-12,虾比特,天使轮,未透露,未透露
2,2018-05-11,虎牙直播,IPO上市,1.8亿美元,未透露
3,2018-05-11,威胁猎人,Pre-A轮,2500万人民币,泰岳梧桐资本
4,2018-05-11,换车网,A轮,数亿人民币,中骏资本
5,2018-05-11,卟一样的大学,天使轮,未透露,未透露
6,2018-05-11,衣本电商,Pre-A轮,数百万人民币,未透露
7,2018-05-11,我行我宿,A轮,1.5亿人民币,未透露
8,2018-05-11,优杯,天使轮,数百万人民币,伯乐遇马天使投资
9,2018-05-11,中装速配,天使轮,800万人民币,东方富海
10,2018-05-11,果小小,种子轮,数百万人民币,盛港投资
11,2018-05-11,星球日报,天使轮,3000万人民币,创大资本 星合资本 七熹投资
12,2018-05-11,京都龙泰,B轮,4000万人民币,未透露
13,2018-05-11,17度,种子轮,数百万人民币,未透露
14,2018-05-11,Wake唤醒之光,A+轮,数千万人民币,三七互娱
15,2018-05-11,云知声,C轮,1亿美元,奇虎360 汉富控股 前海梧桐并购基金 中电健康基金
16,2018-05-11,美味不用等,D轮,4亿人民币,阿里巴巴 携程
17,2018-05-10,长江绿海,新三板定增,782万人民币,未透露
18,2018-05-10,碰趣,种子轮,未透露,未透露
19,2018-05-10,喜马拉雅,E轮,数亿美元,未透露
0,2018-05-10,碧虎科技,B轮,数亿人民币,未透露
1,2018-05-10,校宝在线,C+轮,1亿人民币,蚂蚁金服(阿里巴巴) 歌斐资产 万融资本
2,2018-05-10,品志,Pre-A轮,数千万人民币,未透露
3,2018-05-10,万灵盘古,Pre-A轮,1500万人民币,金浦投资
4,2018-05-10,高仙机器人,A轮,数千万美元,蓝驰创投 七海资本
5,2018-05-10,星球食袋,天使轮,数百万人民币,未透露
6,2018-05-10,大道智创,A轮,数千万人民币,凯泰资本
7,2018-05-10,荷马金融,A+轮,3000万人民币,Venturous 汝林琪 谭秉忠
8,2018-05-10,粉笔盒,天使轮,200万人民币,未透露
9,2018-05-10,友咖啡,Pre-A轮,3500万人民币,高榕资本 汉能投资
10,2018-05-10,妙手快按,天使轮,数百万人民币,老鹰基金
11,2018-05-10,迈博斯生物,B轮,4000万美元,红杉资本中国 礼来亚洲基金
12,2018-05-10,千屿Islands,A+轮,数千万人民币,昆仲资本
13,2018-05-10,兴工微电子,A轮,1000万人民币,一村资本
14,2018-05-10,蓝晶生物BluePHA,Pre-A轮,1000万人民币,力合科创（力合创投） 峰瑞资本
15,2018-05-10,云融金科,A轮,8000万人民币,未透露
16,2018-05-10,火花思维,B轮,1500万美元,IDG资本 金沙江创投 光速中国 山行资本
17,2018-05-10,良晓科技,战略投资,3000万人民币,风语筑
18,2018-05-10,巴乐兔,C轮,3亿人民币,DCM中国 天图资本 众为资本
19,2018-05-10,纯米科技,C轮,未透露,Star VC 光控众盈新产业基金
0,2018-05-10,乐言科技,A+轮,未透露,云锋基金
1,2018-05-10,优客逸家,C轮,10亿人民币,经纬中国 君联资本 深创投 SIG海纳亚洲
2,2018-05-10,玩多多,B轮,1500万美元,IDG资本 金沙江创投 光速中国 山行资本
3,2018-05-10,KARADO,天使轮,1000万人民币,春晓资本
4,2018-05-10,千麦医学检验,B轮,数亿人民币,华泰紫金-华泰证券 康桥资本 汉富控股
5,2018-05-09,艾优云,战略投资,数千万人民币,未透露
6,2018-05-09,纸箱哥,A+轮,未透露,银江股份(银江资本)
7,2018-05-09,数字联盟,A+轮,2400万人民币,未透露
8,2018-05-09,Wegogo,Pre-A轮,600万人民币,未透露
9,2018-05-09,速迈医疗,C轮,未透露,中信资本
10,2018-05-09,相芯科技,A轮,1.2亿人民币,未透露
11,2018-05-09,力子机器人,Pre-A轮,数千万人民币,点亮资本
12,2018-05-09,睿科微电子,A轮,未透露,华登国际投资 华山资本WestSummit Capital 正和岛正和磁系资本 中投中财基金 清控银杏创投 合肥高投 兆易创新
13,2018-05-09,基石药业,B轮,2.6亿美元,红杉资本中国 云锋基金 中信产业基金 高瓴资本 GIC新加坡政府投资公司 Arch Venture Partners 通和毓承 元禾原点创投 博裕资本 3W Partners 泰康人寿
14,2018-05-09,橙光,C轮,数亿人民币,景林投资 国金投资 阿特列斯资本
15,2018-05-09,骑加,天使轮,400万人民币,和壹资本
16,2018-05-09,一订有车,Pre-A轮,1500万人民币,银河系创投
17,2018-05-09,星球研究所,A轮,未透露,未透露
18,2018-05-09,晴天助,A轮,5000万人民币,乐创会
19,2018-05-09,瑞为技术,B+轮,未透露,英特尔投资Intel Capital
0,2018-05-09,够近智慧社区,Pre-A轮,数百万人民币,未透露
1,2018-05-09,爱宠医生,战略投资,数千万人民币,未透露
2,2018-05-09,Alauda灵雀云,B+轮,未透露,英特尔投资Intel Capital 明照资本
3,2018-05-09,行云全球汇,A轮,3亿人民币,金沙江创投 钟鼎创投
4,2018-05-09,微医,F轮-上市前,5亿美元,中投中财基金 友邦保险
5,2018-05-09,世纪康瑞,C轮,未透露,中信资本
6,2018-05-09,别样,B轮,2000万美元,KPCB凯鹏华盈中国 宽带资本CBC 高瓴资本 微光创投
7,2018-05-09,乐鑫科技,战略投资,未透露,英特尔投资Intel Capital
8,2018-05-08,越博动力,IPO上市,未透露,未透露
9,2018-05-08,音智达,A轮,未透露,达晨创投 赛伯乐投资 歌斐资产
10,2018-05-08,工品汇,B+轮,2亿人民币,京东 雄牛资本 普华资本 云启资本 微光创投
11,2018-05-08,禧云国际,A轮,2亿美元,鼎晖投资 蚂蚁金服(阿里巴巴) 口碑网
12,2018-05-08,尚融生物,A轮,未透露,通和毓承
13,2018-05-08,作文纸条,天使轮,数百万美元,熊猫资本 微光创投 一号公路资本 正念资本
14,2018-05-08,汉狮影视,A轮,数千万人民币,华夏幸福(知合控股)
15,2018-05-08,好租网,C轮,数亿人民币,愉悦资本 国投创合
16,2018-05-08,CAM公链,A轮,3000万美元,中欧创投
17,2018-05-08,绿云,B轮,1.8亿人民币,同创伟业
18,2018-05-08,微念科技,B轮,未透露,新浪微博基金 辰海资本 芒果文创基金
19,2018-05-07,合富辉煌,战略投资,未透露,未透露
0,2018-05-07,Upstar,天使轮,1000万人民币,阿法仕资本 Alphashi
1,2018-05-07,星云Clustar,天使轮,数千万人民币,红杉资本中国
2,2018-05-07,浚惠生物,Pre-A轮,数千万人民币,安龙基金
3,2018-05-07,私家云,战略投资,数千万人民币,极豆资本
4,2018-05-07,汇实科技,战略投资,1005万人民币,未透露
5,2018-05-07,兔小二,A轮,数亿人民币,达晨创投 君上资本
6,2018-05-07,乐租,战略投资,数千万人民币,中关村在线
7,2018-05-07,思埠集团,B轮,5000万人民币,华创资本
8,2018-05-07,VSPN乐竞文化,战略投资,未透露,腾讯
9,2018-05-07,鲲游光电,A+轮,未透露,华登国际投资 元璟资本 中科创星
10,2018-05-07,EtherFly,战略投资,未透露,未透露
11,2018-05-07,黑湖科技,A+轮,5000万人民币,金沙江创投 贝塔斯曼亚洲投资基金
12,2018-05-07,Aibee,战略投资,数亿人民币,郑志刚
13,2018-05-07,上海慧程,B轮,数千万人民币,红点创投中国基金
14,2018-05-07,什马金融,C轮,3亿人民币,华创资本 信中利资本 汉能投资 铜板街 宜信财富
15,2018-05-07,立刻出行,B轮,数亿人民币,蓝驰创投 君联资本 险峰长青 蚂蚁金服(阿里巴巴)
16,2018-05-05,胜普电子,C轮,4570万人民币,未透露
17,2018-05-05,全球时刻,A+轮,未透露,中通快递
18,2018-05-05,Vechain唯链,战略投资,未透露,未透露
19,2018-05-05,中优精准医疗,战略投资,5.37亿人民币,鱼跃医疗
0,2018-05-05,珂信健康,C轮,2.4亿人民币,东方富海 华盖资本
1,2018-05-05,停简单,B+轮,未透露,蚂蚁金服(阿里巴巴) 阳光海天
2,2018-05-04,捷福装备,战略投资,2999万人民币,未透露
3,2018-05-04,味及,天使轮,未透露,未透露
4,2018-05-04,中云智车,种子轮,数百万人民币,英诺天使基金
5,2018-05-04,溢米辅导,B轮,1000万美元,蓝湖资本 德晖资本 精锐教育
6,2018-05-04,健世生物,A轮,数千万人民币,辰德资本
7,2018-05-04,全景旅游,战略投资,未透露,众信旅游
8,2018-05-04,封面新闻,Pre-A轮,数亿人民币,四川文化产业股权投资基金
9,2018-05-04,Kcash钱包,战略投资,数千万人民币,公信宝
10,2018-05-04,京东方,战略投资,14亿美元,康宁
11,2018-05-04,百炼智能,天使轮,1000万人民币,新美互通Kika Tech 明略数据
12,2018-05-04,卓锐科技,B轮,数亿人民币,赛伯乐投资
13,2018-05-04,平安好医生,IPO上市,11亿美元,未透露
14,2018-05-04,泰谷生物,战略投资,5000万人民币,天赋资本
15,2018-05-04,睿瀚医疗,Pre-A轮,2000万人民币,青锐创投 西安高新投 睿鼎资本
16,2018-05-04,天天学农,Pre-A轮,数千万人民币,经纬中国
17,2018-05-04,裂石影音,Pre-A轮,数千万人民币,未透露
18,2018-05-04,黄金管家,B+轮,数千万人民币,未透露
19,2018-05-04,只二网络,A+轮,数千万美元,华创资本 元璟资本 红点创投中国基金
0,2018-05-04,EDG,Pre-A轮,数千万人民币,中投中财基金 曜为资本
1,2018-05-03,果粒科技,Pre-A轮,5000万人民币,红杉资本中国 IDG资本
2,2018-05-03,互联星梦,B轮,未透露,未透露
3,2018-05-03,车主邦,A+轮,1.1亿人民币,朴素资本
4,2018-05-03,臻旅科技,天使轮,数百万人民币,信中利资本 基岩资本
5,2018-05-03,博雅立方CubeAD,C轮,500万美元,宽带资本CBC
6,2018-05-03,Bit.Game,战略投资,未透露,TrustNote Foundation
7,2018-05-03,鲜漫动漫,A+轮,数千万人民币,哔哩哔哩bilibili
8,2018-05-03,哈哈零兽,A轮,数千万人民币,松禾资本 远望资本 易津资本
9,2018-05-03,衣当先,种子轮,数百万人民币,唯猎资本
10,2018-05-03,小码王,B轮,1.3亿人民币,钟鼎创投 涌铧投资 微光创投
11,2018-05-03,连心医疗,A轮,5000万人民币,线性资本 丹华资本
12,2018-05-03,sweetalk甜言蜜语,战略投资,未透露,科大讯飞
13,2018-05-03,茄子直卖,战略投资,未透露,杨浩涌
14,2018-05-03,优必选科技,C+轮,8.2亿美元,鼎晖投资 腾讯 松禾资本 民生银行(民银国际) 海尔 浙江创新投 宜信财富 中广核产业基金 工银国际 民生通海(民生证券) 居然之家
15,2018-05-03,禾赛科技,B轮,2.5亿人民币,光速中国 百度公司
16,2018-05-02,求臻医学,A轮,1亿人民币,弘晖资本 达泰资本 幂方资本
17,2018-05-02,世纪海航,A轮,数千万人民币,时龙资本 刘怀宇
18,2018-05-02,车行易,A轮,1000万美元,神州优车集团
19,2018-05-02,雷鸟科技,战略投资,3亿人民币,京东
0,2018-05-02,中国物流资产,战略投资,8.98亿港元,京东
1,2018-05-02,双界仪,天使轮,数千万人民币,游族网络
2,2018-05-02,彩贝壳,A轮,数千万美元,马蜂窝旅游网 高榕资本
3,2018-05-02,享物说,B轮,未透露,高瓴资本
4,2018-05-02,AR Monster,种子轮,数百万人民币,赤子基金
5,2018-05-02,傲势科技,A轮,未透露,磐霖资本
6,2018-05-02,文启优思,A轮,2000万人民币,戈壁创投 中金集团 优优老师
7,2018-05-02,创客星球,Pre-B轮,数千万人民币,启明创投
8,2018-05-02,森亿智能,B轮,1亿人民币,红杉资本中国 真格基金 GGV纪源资本
9,2018-05-02,裕兰信息科技,A轮,4000万人民币,协立投资
10,2018-05-01,派森诺,战略投资,数千万人民币,未透露
11,2018-04-30,衣乐仓,A轮,数千万人民币,北极光创投 GGV纪源资本 不惑创投
12,2018-04-30,睿问,天使轮,数千万人民币,优客工场
13,2018-04-30,神雾科技,战略投资,15亿人民币,金沙江资本
14,2018-04-28,派链PCHAIN,天使轮,数千万人民币,了得资本 易理华
15,2018-04-28,度小满金融,战略投资,19亿美元,凯雷亚洲基金 农银国际 TPG德太资本 泰康人寿
16,2018-04-28,精位科技,Pre-A轮,数千万人民币,大一资本
17,2018-04-28,场景鹿,A轮,数千万人民币,真格基金 SIG海纳亚洲
18,2018-04-28,编程侠,天使轮,100万人民币,未透露
19,2018-04-28,宝妈环球购,战略投资,数千万人民币,九宜城
0,2018-04-28,AKTE,天使轮,数千万人民币,庆芮资本
1,2018-04-28,BUMO,战略投资,数千万人民币,了得资本
2,2018-04-28,旅搜网,种子轮,200万人民币,未透露
3,2018-04-28,见福便利店,A轮,2.4亿人民币,红杉资本中国
4,2018-04-28,百家云,A+轮,6000万人民币,华图资本
5,2018-04-28,凯歌健康,A轮,数亿人民币,未透露
6,2018-04-28,唛嗖科技,天使轮,数百万人民币,未透露
7,2018-04-28,小V咖,天使轮,数百万美元,沸点资本
8,2018-04-27,德普电气,战略投资,2000万人民币,未透露
9,2018-04-27,天地数码,IPO上市,未透露,未透露
10,2018-04-27,天保人力,新三板,未透露,未透露
11,2018-04-27,钱香金融,A轮,数千万人民币,金沙江联合资本
12,2018-04-27,优地科技,B轮,数千万人民币,君联资本 元禾控股
13,2018-04-27,鸢安智能,Pre-A轮,数百万人民币,未透露
14,2018-04-27,驰展控股,A轮,数千万人民币,金沙江联合资本
15,2018-04-27,都市丽人,IPO上市后,4.12亿人民币,唯品会
16,2018-04-27,马上金融,C轮,6.34亿人民币,未透露
17,2018-04-27,TokenInsight未来通证,天使轮,数百万人民币,未透露
18,2018-04-27,蒸浏记,战略投资,1000万人民币,绝了基金
19,2018-04-27,大然科技,天使轮,500万人民币,道生资本 智能佳
0,2018-04-27,喵印,战略投资,未透露,优客工场
1,2018-04-27,车通云,C轮,5亿人民币,神州优车集团
2,2018-04-27,XSKY星辰天合,C轮,2.4亿人民币,北极光创投 启明创投 NEA恩颐投资 红点创投中国基金
3,2018-04-27,天工艺彩,A轮,数千万人民币,哔哩哔哩bilibili
4,2018-04-27,机呼,天使轮,数百万人民币,未透露
5,2018-04-27,信达生物,E轮,1.5亿美元,君联资本 Temasek淡马锡 高瓴资本 礼来亚洲基金
6,2018-04-27,TokenPocket,天使轮,数百万人民币,未透露
7,2018-04-27,VIPKID大米科技,战略投资,5亿美元,未透露
8,2018-04-27,七幕人生,B+轮,数千万人民币,五星汇 大麦网
9,2018-04-27,寰星电子,A轮,数千万人民币,暾澜投资 科地资本 朴素资本
10,2018-04-27,乐纯,战略投资,数亿人民币,IDG资本 真格基金 大河创投
11,2018-04-27,屋托邦,种子轮,100万人民币,多彩投
12,2018-04-27,V领地,A轮,2亿美元,华平投资
13,2018-04-27,Castbox,B轮,1350万美元,IDG资本 真格基金 启明创投 金沙江创投 SIG海纳亚洲
14,2018-04-27,蕾明视康,B轮,8000万人民币,启明创投 瑞健资本
15,2018-04-26,智泽华,A轮,未透露,青檬资本
16,2018-04-26,百变空间,A轮,5000万人民币,博将资本 东方尽美
17,2018-04-26,迈景基因,A轮,数千万人民币,深创投
18,2018-04-26,人人车,E轮,3亿美元,腾讯 高盛集团(中国) 滴滴出行
19,2018-04-26,量点科技,Pre-A轮,数千万人民币,中科创星
0,2018-04-26,七灵石,A轮,数千万人民币,丝芭传媒SNH48
1,2018-04-26,洪朴信息,Pre-A轮,数百万人民币,永洲创投
2,2018-04-25,智城互联,A轮,未透露,未透露
3,2018-04-25,坤音娱乐,Pre-A轮,数千万人民币,红杉资本中国 真格基金
4,2018-04-25,视佳科技,天使轮,600万人民币,维度资本(维度创业工场) 博将资本 温商创投
5,2018-04-25,BitFun,天使轮,100万美元,PETs Chain宠物链
6,2018-04-25,智享工作,天使轮,数千万人民币,翊翎资本
7,2018-04-25,深兰科技,B轮,3亿人民币,绿地控股
8,2018-04-25,奇点汽车,C轮,30亿人民币,未透露
9,2018-04-25,喜茶HEYTEA,B轮,4亿人民币,龙珠资本(美团点评产业基金)
10,2018-04-25,唐牛网络,天使轮,数千万人民币,未透露
11,2018-04-25,凌科药业,天使轮,数千万美元,凯泰资本 幂方资本 国药资本
12,2018-04-25,擎创信息,A轮,数千万人民币,元璟资本 火山石资本 晨晖创投
13,2018-04-25,芳汀思,天使轮,数百万人民币,未透露
14,2018-04-25,万兔思睿,天使轮,数百万人民币,未透露
15,2018-04-25,夸客金融,战略投资,3亿人民币,未透露
16,2018-04-25,掌中医,A轮,1亿人民币,天亿投资
17,2018-04-25,Ventureum,天使轮,数百万人民币,未透露
18,2018-04-25,见微数据,Pre-A轮,数千万人民币,嘉程资本 百度风投
19,2018-04-24,萤火虫视频,B轮,未透露,腾讯
0,2018-04-24,兆方石油,战略投资,1140万人民币,未透露
1,2018-04-24,佰能蓝天,战略投资,4750万人民币,未透露
2,2018-04-24,宇清科技,战略投资,2100万人民币,未透露
3,2018-04-24,英诺尔,战略投资,490万人民币,未透露
4,2018-04-24,崧盛股份,战略投资,1052万人民币,未透露
5,2018-04-24,好看传媒,战略投资,3000万人民币,未透露
6,2018-04-24,星捷安,战略投资,2000万人民币,未透露
7,2018-04-24,东松医疗,新三板,未透露,未透露
8,2018-04-24,慧投互动,A轮,5000万人民币,未透露
9,2018-04-24,斯丹赛生物,B轮,1.8亿人民币,软银中国 深圳高特佳 火山石资本 智诚资本
10,2018-04-24,区块直聘,天使轮,数千万人民币,未透露
11,2018-04-24,幻维数码,A轮,6000万人民币,华映资本 安持资本
12,2018-04-24,创业邦,C轮,未透露,GGV纪源资本 普华资本 盛景网联(盛景嘉成) 星河互联
13,2018-04-24,福寿康,天使轮,未透露,华医资本
14,2018-04-24,运金所,A+轮,数千万人民币,未透露
15,2018-04-24,聚土网,B轮,数亿人民币,未透露
16,2018-04-24,心景科技,Pre-A轮,数千万人民币,岩木草投资
17,2018-04-24,Pro-Health,Pre-A轮,数千万人民币,峰瑞资本 连力创投
18,2018-04-24,满帮集团,F轮-上市前,19亿美元,红杉资本中国 金沙江创投 GGV纪源资本 光速中国 腾讯 软银中国 钟鼎创投 高瓴资本 Farallon Capital法拉龙资本 CapitalG谷歌资本 Baillie Gifford 全明星投资All-Stars Investment 元生资本 农银国际 阳光保险 襄禾资本 国新科创基金（国新基金） K11
19,2018-04-24,心知天气,A轮,数千万人民币,金沙江创投 成为资本
0,2018-04-24,绿天然,A轮,数千万人民币,IDG资本
1,2018-04-24,131便利店,天使轮,4000万人民币,春晓资本
2,2018-04-24,多乐小熊,战略投资,数千万人民币,新东方
3,2018-04-23,肆伍客,Pre-A轮,数百万人民币,九宜城
4,2018-04-23,小贝尔实验室,天使轮,400万人民币,JAIC日本亚洲投资
5,2018-04-23,爱品宣,天使轮,500万人民币,未透露
6,2018-04-23,链平方,Pre-A轮,数千万人民币,九鼎投资 高达投资
7,2018-04-23,工程师爸爸,B轮,3000万人民币,七海资本
8,2018-04-23,嘉宝仁和,战略投资,未透露,深圳高特佳
9,2018-04-23,耀世星辉,A轮,2.1亿人民币,中汇金
10,2018-04-23,壹米滴答,C轮,5亿人民币,厚朴基金 源码资本 普洛斯GLP 远洋资本
11,2018-04-23,云集微店,B轮,1.2亿美元,鼎晖投资 华兴新经济基金
12,2018-04-23,CompassX,天使轮,未透露,薛蛮子(蛮子基金)
13,2018-04-23,格微基因,A轮,1100万美元,红杉资本中国 药明康德
14,2018-04-23,长亮科技,IPO上市后,4亿人民币,腾讯
15,2018-04-23,物融金服,天使轮,800万人民币,笑脸金融理财
16,2018-04-23,标天下,天使轮,数百万人民币,睿鼎资本
17,2018-04-23,西部超算科技,战略投资,800万人民币,哈鲁资本
18,2018-04-23,智行者科技,B+轮,未透露,盈峰资本 广发信德
19,2018-04-23,鲸打卡,Pre-A轮,1000万人民币,创新工场 蓝象资本(未来工场) 兴旺投资
0,2018-04-23,立刻出行,A轮,未透露,君联资本 险峰长青
1,2018-04-22,易集小程序,天使轮,数百万人民币,帮实资本
2,2018-04-22,土流网,C轮,未透露,未透露
3,2018-04-22,美世教育,A轮,6000万人民币,涌铧投资 春晓资本
4,2018-04-21,图灵人工智能研究院,战略投资,数千万人民币,未透露
5,2018-04-21,CandyStar,A轮,数千万人民币,未透露
6,2018-04-21,Sing+,Pre-A轮,1500万人民币,未透露
7,2018-04-21,满心科技,Pre-A轮,未透露,鸿富锦精密工业
8,2018-04-20,中国珠宝,新三板,未透露,未透露
9,2018-04-20,币运动,天使轮,1500万人民币,未透露
10,2018-04-20,洛克公园,B+轮,7000万人民币,亚商资本
11,2018-04-20,优仕美地医疗,A+轮,数千万人民币,君联资本 Medtronic美敦力
12,2018-04-20,优速快递,B轮,未透露,未透露
13,2018-04-20,洛丁森,A轮,数千万人民币,GGV纪源资本
14,2018-04-20,微盟,D轮,10.09亿人民币,东方富海 天堂硅谷 渤海基金 优势资本 上海国和投资 辰韬资本 一村资本
15,2018-04-20,思迈特Smartbi,A轮,4000万人民币,方广资本
16,2018-04-20,权大师,A轮,5000万人民币,中广文影
17,2018-04-20,超赛体育,Pre-A轮,数千万人民币,山东红桥创投 城市传奇
18,2018-04-20,拜腾,B轮,未透露,一汽集团
19,2018-04-20,乐播足球,Pre-A轮,900万人民币,未透露
0,2018-04-20,浪菜,种子轮,未透露,创丰资本
1,2018-04-20,丹青映画,天使轮,数百万人民币,爱奇艺
2,2018-04-20,阿飞和巴弟,天使轮,300万人民币,如川基金
3,2018-04-20,英语小神童,Pre-A轮,数百万美元,蓝湖资本
4,2018-04-20,布洛克,A轮,数千万人民币,哈希资本Hash Capital 李汉生 BeeChat
5,2018-04-20,先农氏,A轮,1亿人民币,彩生活 中顺易资本
6,2018-04-20,码高机器人,Pre-A轮,数千万人民币,高榕资本
7,2018-04-20,信析宝,C轮,5000万美元,歌斐资产 京东金融千树资本
8,2018-04-19,PadBot派宝机器人,A轮,未透露,英诺天使基金
9,2018-04-19,微车,C轮,数千万美元,未透露
10,2018-04-19,720云,Pre-A轮,1500万人民币,未透露
11,2018-04-19,威脉赢销,A轮,200万美元,愉悦资本
12,2018-04-19,APAX Recreation,A轮,1亿人民币,文投控股
13,2018-04-19,医学界,B轮,1.5亿人民币,亚东星辰
14,2018-04-19,吆喝科技,A+轮,数千万人民币,澳银资本
15,2018-04-19,沃方科技,天使轮,数千万人民币,创客总部 阿基米德医疗
16,2018-04-19,泊链联盟,Pre-A轮,2400万人民币,未透露
17,2018-04-19,奥浦迈,战略投资,数千万人民币,达晨创投
18,2018-04-19,瀚海基因,A轮,2.18亿人民币,同晟创投
19,2018-04-19,安诺柏德,A轮,数千万人民币,协立投资
0,2018-04-19,旭日旅行社,战略投资,未透露,寺库
1,2018-04-19,德坤供应链,A轮,数亿人民币,海尔
2,2018-04-19,Proton质子链,战略投资,未透露,了得资本
3,2018-04-19,新乐视智家,战略投资,30亿人民币,腾讯 TCL资本 苏宁 京东
4,2018-04-19,礼物说,C轮,1亿人民币,未透露
5,2018-04-19,史河科技,天使轮,数千万人民币,老鹰基金 熊猫资本 启迪之星（启迪孵化器）
6,2018-04-18,钛媒体,战略投资,数千万人民币,未透露
7,2018-04-18,启元世界,天使轮,数千万人民币,高榕资本
8,2018-04-18,中泰环境,新三板,未透露,未透露
9,2018-04-18,腾飞基因,新三板,未透露,未透露
10,2018-04-18,爱博诺德,C轮,未透露,险峰长青 IPV Capital/盈富泰克 国药资本
11,2018-04-18,谛声科技,天使轮,数百万人民币,英诺天使基金 创势资本 臻云创投
12,2018-04-18,互通车管,战略投资,未透露,未透露
13,2018-04-18,黑口袋,A+轮,数千万人民币,真格基金 东方弘道(弘合基金)
14,2018-04-18,Cobo Wallet,Pre-A轮,数千万美元,线性资本 峰瑞资本
15,2018-04-18,Hi公社,天使轮,未透露,极米传播
16,2018-04-18,二更网络,B+轮,1.2亿人民币,雄牛资本 前海母基金
17,2018-04-18,猪之宝,A+轮,数千万人民币,德晖资本
18,2018-04-18,链虎财经,Pre-A轮,2000万人民币,未透露
19,2018-04-18,靠谱小程序,A轮,数千万人民币,未透露
0,2018-04-18,百融金服,C轮,10亿人民币,国新科创基金（国新基金）
1,2018-04-18,花粉儿,A轮,数千万人民币,春晓资本
2,2018-04-17,索思医疗,B轮,数千万人民币,鸿泰基金
3,2018-04-17,快递快滴,天使轮,数千万人民币,未透露
4,2018-04-17,酷玩二手优品,天使轮,1000万人民币,一小时科技
5,2018-04-17,卡布奇诺电子,战略投资,3000万人民币,迪信通
6,2018-04-17,微烧严选,天使轮,数百万人民币,联创永宣 安芙兰资本 长石资本 库神钱包
7,2018-04-17,网易有道,A轮,数亿美元,君联资本 慕华投资(慕华教育)
8,2018-04-17,德美医疗,B轮,数千万人民币,元生创投 博行资本
9,2018-04-17,卓然影业,B轮,未透露,毅达资本 三行资本
10,2018-04-17,纽鼎科技,天使轮,未透露,合创资本
11,2018-04-17,约见,天使轮,未透露,东方盛鼎
12,2018-04-17,汇通达,战略投资,45亿人民币,阿里巴巴
13,2018-04-17,幕后TV,A轮,未透露,娱乐工场 宣亚国际
14,2018-04-17,众趣科技,A轮,2400万人民币,华映资本
15,2018-04-17,凯钿软件,A轮,500万美元,美国中经合集团
16,2018-04-17,手滑科技,Pre-A轮,数千万人民币,电魂网络 乾然资本 金科文化
17,2018-04-17,途中美食,天使轮,未透露,未透露
18,2018-04-17,公园盒子,A+轮,数千万人民币,华住酒店集团
19,2018-04-17,青客公寓,C轮,数千万美元,凯欣亚洲投资Crescent Group Morgan Stanley摩根士丹利
0,2018-04-17,小象互娱,Pre-A轮,3000万人民币,腾讯
1,2018-04-17,PKFARE,A轮,数千万人民币,民航股权投资基金 凯撒旅游 创创基金
2,2018-04-16,口袋鼠,天使轮,500万人民币,未透露
3,2018-04-16,芒果树技术,A轮,未透露,老鹰基金
4,2018-04-16,悠桦林,A轮,未透露,曦域资本 前海母基金
5,2018-04-16,安联财产保险,战略投资,8.05亿人民币,京东
6,2018-04-16,庞森商业,战略投资,未透露,高榕资本
7,2018-04-16,仁清科技,A轮,1亿人民币,亚商资本
8,2018-04-16,得一微电子,A轮,3亿人民币,华登国际投资 TCL资本 耀途资本 清控银杏创投 江波龙电子FORESEE 传音控股
9,2018-04-16,青橙创客教育,A轮,2400万人民币,天明集团
10,2018-04-16,迪英加,A轮,未透露,IDG资本 合全投资 将门创投
11,2018-04-16,课观教育,天使轮,数千万人民币,云天使基金
12,2018-04-16,深兰科技,A+轮,2亿人民币,中金智德
13,2018-04-16,Video++,C轮,3.49亿人民币,阿里巴巴 云锋基金 旷视科技Face++ 头头是道投资基金 国投创业
14,2018-04-16,智行者科技,B轮,未透露,百度公司 顺为资本 京东
15,2018-04-16,十二栋文化,A+轮,4300万人民币,真格基金 君联资本
16,2018-04-16,棱镜光娱,Pre-A轮,3000万人民币,荣正投资
17,2018-04-16,泰迪熊移动,C轮,1.88亿人民币,经纬中国 华盖资本 智度股份 尚势资本 昆仲资本 翊翎资本
18,2018-04-16,梨视频,A轮,6.17亿人民币,腾讯 百度公司
19,2018-04-16,特赞 Tezign.com,B轮,数百万美元,红杉资本中国 线性资本 赫斯特Hearst Ventures
0,2018-04-15,和晶科技,战略投资,数亿人民币,招商局资本
1,2018-04-15,爱驰汽车,A轮,数亿人民币,未透露
2,2018-04-15,谷小酒,天使轮,3000万人民币,真格基金 网信集团 中金汇财投资
3,2018-04-15,尔智机器人,Pre-A轮,未透露,未透露
4,2018-04-15,时代教育,天使轮,数百万人民币,宸极投资
5,2018-04-15,帝迈生物,B轮,数亿人民币,红杉资本中国
6,2018-04-15,唱吧麦颂,A轮,数亿人民币,蓝驰创投 梅花天使创投 前海梧桐并购基金
7,2018-04-15,苏宁体育,A轮,3亿美元,云锋基金 高盛集团(中国) 华人文化产业基金
8,2018-04-15,瑞幸咖啡Luckin Coffee,天使轮,数千万人民币,愉悦资本 陆正耀
9,2018-04-14,KK点歌,天使轮,未透露,未透露
10,2018-04-14,优才创智,B轮,数千万人民币,策源创投
11,2018-04-13,标准共识,天使轮,数百万人民币,创世资本 节点资本 LinkVC连接资本 共识资本Consensus Capital 镜湖资本
