,0,1,2,3,4
11,2016-06-13,Linkedln领英,100%,262亿美元,微软Microsoft
12,2016-06-10,Smaato,100%,1.48亿美元,华谊嘉信
13,2016-06-08,GE通用电器家电业务,100%,55.8亿美元,海尔
14,2016-06-07,国际米兰,70%,2.7亿欧元,苏宁
0,2016-04-27,BabyTrend,100%,9400万美元,奥飞娱乐
1,2016-04-21,Lexmark International,未透露,40亿美元,太盟投资集团(PAG)
2,2016-04-17,Streem,未透露,数千万人民币,Box
3,2016-04-12,Lazada,未透露,10亿美元,阿里巴巴
4,2016-04-11,AssetMark,100%,7.8亿美元,华泰瑞麟(华泰证券)
5,2016-04-03,夏普Sharp,66%,35亿美元,鸿海集团Foxconn
6,2016-03-30,CliQr Technologies,未透露,2.6亿美元,Cisco思科
7,2016-03-29,Bigpoint,未透露,未透露,游族网络
8,2016-02-29,NativeX,100%,2500万美元,汇量科技Mobvista
9,2016-02-23,Ravello Systems,未透露,5亿美元,甲骨文Oracle
10,2016-02-21,PredictionIO,未透露,未透露,Salesforce
11,2016-02-21,Truven Health Analytics,未透露,26亿美元,IBM
12,2016-02-19,Pie,未透露,未透露,Google谷歌
13,2016-02-06,Jasper Inc.,未透露,14亿人民币,Cisco思科
14,2016-02-05,Connectifier,未透露,未透露,LinkedIn
0,2016-02-04,Aperto,未透露,未透露,IBM
1,2016-02-03,SwiftKey,未透露,2.5亿美元,微软Microsoft
2,2016-01-29,LearnSprout,未透露,未透露,Apple苹果
3,2016-01-25,Ustream,未透露,未透露,微软Microsoft
4,2016-01-22,MinecraftEdu,未透露,250亿美元,微软Microsoft
5,2016-01-12,Grindr,60%,9300万美元,昆仑万维
6,2016-01-12,传奇影业Legendary Pictures,未透露,35亿美元,万达集团
7,2015-12-23,Dimenco,91%,1274万美元,康得新
8,2015-12-22,Talko,未透露,未透露,微软Microsoft
9,2015-12-21,Metanautix,未透露,未透露,微软Microsoft
10,2015-12-17,Riot Games,100%,未透露,腾讯
11,2015-12-17,Ikyu,100%,8.3亿美元,雅虎
12,2015-12-09,The Hunt,100%,未透露,Pinterest
13,2015-12-09,Pext,100%,未透露,Pinterest
14,2015-12-02,J.McLaughlin,未透露,未透露,Brentwood Associates
0,2015-11-26,Faceshift,未透露,未透露,Apple苹果
1,2015-11-26,Asiatravel亚洲旅游,63%,1亿其他,中弘股份
2,2015-11-21,Acano,100%,7亿美元,Cisco思科
3,2015-11-20,艾尔建Allergan,100%,380亿美元,辉瑞Pfizer
4,2015-11-18,Swissport,未透露,28亿美元,海航资本
5,2015-11-16,喜达屋,100%,122亿美元,万豪国际
6,2015-11-10,Secure Islands,未透露,未透露,微软Microsoft
7,2015-11-07,Fly Labs,未透露,未透露,Google Ventures
8,2015-11-05,HomeAway,未透露,39亿美元,Expedia
9,2015-11-03,普罗米休斯Promethean,100%,1.3亿美元,网龙网络(M Fund)
10,2015-11-03,King Digital Entertainment Plc,未透露,59亿美元,动视暴雪
11,2015-10-30,mall.cz,未透露,2.25亿美元,Rockaway Capital
12,2015-10-29,Weather Company,未透露,20亿美元,IBM
13,2015-10-18,Digisfera,未透露,未透露,Google谷歌
14,2015-10-16,TradeGlobal,未透露,1.68亿美元,新加坡邮政Singapore Post
0,2015-10-12,Vivante图芯,100%,未透露,Verisilicon芯原微电子
1,2015-10-05,Perceptio,未透露,未透露,Apple苹果
2,2015-10-03,VocalIQ,100%,未透露,Apple苹果
3,2015-10-03,Havok,100%,未透露,微软Microsoft
4,2015-10-01,Jibe Mobile,未透露,未透露,Google谷歌
5,2015-09-30,Lapka,100%,未透露,Airbnb
6,2015-09-23,Spigot,100%,2.52亿美元,智度股份
7,2015-09-23,Designskin,100%,3564万人民币,朗姿股份
8,2015-09-20,Looksery,未透露,1.5亿美元,Snapchat
9,2015-09-17,Mapsense,未透露,3000万美元,Apple苹果
10,2015-09-16,Rising Tide Games,未透露,未透露,Zynga
11,2015-09-15,Double Labs,未透露,未透露,微软Microsoft
12,2015-09-10,Supersonic,未透露,未透露,ironSource
13,2015-09-06,Elemental Technologies,未透露,数亿美元,Amazon亚马逊
14,2015-08-31,世界铁人公司WTC,未透露,未透露,万达集团
0,2015-08-26,FutureAdvisor,100%,1.5亿美元,BlackRock
1,2015-08-25,Ashe Avenue,未透露,未透露,AOL美国在线
2,2015-08-06,SNK Playmore,81%,6350万美元,东方证券(东方星晖)
3,2015-07-23,Pixate,100%,未透露,Google Ventures
4,2015-07-20,Adallom,未透露,未透露,微软Microsoft
5,2015-07-20,Kate Somerville凯诗薇,未透露,未透露,联合利华
6,2015-07-18,OrderUp,未透露,未透露,Groupon
7,2015-07-17,Pebbles Interfaces,100%,未透露,Oculus VR
8,2015-07-17,Fieldone,100%,未透露,微软Microsoft
9,2015-06-26,家喜环球,100%,4.2亿港元,飞鱼科技
10,2015-06-25,Hoyts,100%,3.66亿美元,万达集团
11,2015-06-16,REDROVER,20%,2.54亿人民币,苏宁
12,2015-06-08,popIn,60%,未透露,百度公司
13,2015-05-29,Metaio,未透露,未透露,Apple苹果
14,2015-05-13,Umano,未透露,未透露,Dropbox
0,2015-05-12,AOL美国在线,未透露,44亿美元,Verizon Ventures
1,2015-05-05,Timeful,未透露,未透露,Google Ventures
2,2015-05-04,Cotopaxi Limited,100%,1810万英镑,东方国信
3,2015-04-30,TellApart,100%,5.32亿美元,Twitter
4,2015-04-28,Lifecake,未透露,数千万美元,Canon佳能
5,2015-04-22,WatchDox,未透露,数亿美元,Blackberry黑莓
6,2015-04-20,Skillman & Hackett,未透露,未透露,CapitalG谷歌资本
7,2015-04-19,thrive Audio,未透露,未透露,Google Ventures
8,2015-04-16,Verold,未透露,未透露,Box
9,2015-04-16,Volo,未透露,未透露,Rocket Internet
10,2015-04-15,Datazen Software,100%,未透露,微软Microsoft
11,2015-04-15,LinX,100%,2000万美元,Apple苹果
12,2015-04-13,Amiato,100%,未透露,Amazon亚马逊
13,2015-04-09,Dryft,未透露,未透露,Apple苹果
14,2015-04-09,Lynda,100%,15亿美元,LinkedIn
0,2015-04-08,OttoCat,100%,未透露,Apple苹果
1,2015-04-03,Refresh,100%,未透露,LinkedIn
2,2015-04-02,Toopher,未透露,未透露,Salesforce
3,2015-03-29,Blekko,100%,未透露,IBM
4,2015-03-27,LiveLoop,未透露,未透露,微软Microsoft
5,2015-03-26,LearnVest,未透露,2.5亿美元,Northwestern Mutual
6,2015-03-25,FoundationDB,未透露,未透露,Apple苹果
7,2015-03-20,SurfEasy,未透露,未透露,Opera
8,2015-03-19,OverDrive,100%,4.15亿美元,日本乐天Rakuten
9,2015-03-17,Careerify,未透露,未透露,LinkedIn
10,2015-03-16,MobPartner,未透露,5800万美元,猎豹移动
11,2015-03-15,The Find,100%,未透露,Facebook
12,2015-03-15,Apportable,未透露,未透露,Google谷歌
13,2015-03-13,2lemetry,100%,未透露,Amazon亚马逊
14,2015-03-13,Kili,100%,未透露,Square
0,2015-03-11,Blue Coat Systems,未透露,数亿美元,贝恩资本BainCapital
1,2015-03-10,Periscope Co,100%,3600万美元,Twitter
2,2015-03-06,YESCO Electronics,未透露,未透露,Samsung Ventures三星
3,2015-03-05,AlchemyAPI,100%,未透露,IBM
4,2015-03-04,Fab.com,100%,1500万美元,PCH International
5,2015-03-04,decarta,100%,未透露,uber
6,2015-03-03,Paydiant,100%,2.8亿美元,PayPal
7,2015-03-03,Aruba,100%,27亿美元,惠普
8,2015-03-03,Multiplay,100%,2000万英镑,GAME
9,2015-03-03,E-shelter,87%,1000亿日元,NTT Communications
10,2015-03-02,Freescale Semiconductor,未透露,118亿美元,NXP Semiconductors
11,2015-02-28,Smart AdServer,未透露,未透露,凯辉基金
12,2015-02-27,TrialPay,未透露,未透露,Visa
13,2015-02-25,Miniclip SA,未透露,未透露,腾讯
14,2015-02-25,Toro,100%,未透露,Google谷歌
0,2015-02-24,Camel Audios,100%,未透露,Apple苹果
1,2015-02-19,LoopPay,100%,未透露,Samsung Ventures三星
2,2015-02-13,Orbitz Worldwide,100%,16亿美元,Expedia
3,2015-02-13,Sunrise,100%,1亿美元,微软Microsoft
4,2015-02-11,Niche,未透露,5000万美元,Twitter
5,2015-02-10,Voltage Security,未透露,未透露,惠普
6,2015-02-10,Axis Communications AB,未透露,3300亿日元,Canon佳能
7,2015-02-10,WebPay,未透露,未透露,Line
8,2015-02-10,Eat24,未透露,1.34亿美元,Yelp
9,2015-02-09,Odysee,未透露,未透露,Google谷歌
10,2015-02-09,Infront Sports & Media,未透露,12亿美元,万达集团
11,2015-01-29,Screenhero,未透露,未透露,Slack
12,2015-01-27,Pixelapse,100%,未透露,Dropbox
13,2015-01-26,Revolution Analytics,未透露,未透露,微软Microsoft
14,2015-01-24,Travelocity,100%,2.8亿美元,Expedia
0,2015-01-22,Semetric,未透露,未透露,Apple苹果
1,2015-01-22,Equivio,100%,2亿美元,微软Microsoft
2,2015-01-22,Kosei,100%,未透露,Pinterest
3,2015-01-21,CloudOn,未透露,未透露,Dropbox
4,2015-01-20,Zipdial,100%,未透露,Twitter
5,2015-01-13,Tappy,未透露,未透露,Tinder
6,2015-01-11,Artifact Uprising,未透露,未透露,VSCO
7,2015-01-09,QuickFire Networks,100%,未透露,Facebook
8,2015-01-06,Travelfusion,未透露,未透露,携程
9,2015-01-06,Wit.ai,未透露,未透露,Facebook
10,2014-12-23,DataLogix,未透露,未透露,甲骨文Oracle
11,2014-12-21,Secusmart,100%,未透露,Blackberry黑莓
12,2014-12-19,MixRadio,未透露,未透露,Line
13,2014-12-18,true[x] Media,未透露,2亿美元,21st Century Fox
14,2014-12-17,Scan,未透露,1400万美元,Snapchat
0,2014-12-17,Vergence Labs,未透露,1500万美元,Snapchat
1,2014-12-16,Vision 7,85%,11.2亿人民币,蓝色光标
2,2014-12-15,Wishpicker,未透露,未透露,Snapdeal
3,2014-12-12,HockeyApp,100%,未透露,微软Microsoft
4,2014-12-12,Fotolia,未透露,8亿美元,Adobe Systems
5,2014-12-12,Nimble VR,100%,未透露,Oculus VR
6,2014-12-12,13th Lab,100%,未透露,Oculus VR
7,2014-12-10,GoodGame,未透露,未透露,Twitch
8,2014-12-09,Readyforce,未透露,未透露,LookSharp
9,2014-12-09,Natali Seculife,100%,7000万美元,三胞集团
10,2014-12-03,Vidible,100%,5000万美元,AOL美国在线
11,2014-12-02,Acompli,未透露,2亿美元,微软Microsoft
12,2014-12-02,PasswordBox,100%,未透露,英特尔投资Intel Capital
13,2014-11-27,Acompli,100%,未透露,微软Microsoft
14,2014-11-25,Oculus VR,未透露,20亿美元,Facebook
0,2015-11-26,Faceshift,未透露,未透露,Apple苹果
1,2015-11-26,Asiatravel亚洲旅游,63%,1亿其他,中弘股份
2,2015-11-21,Acano,100%,7亿美元,Cisco思科
3,2015-11-20,艾尔建Allergan,100%,380亿美元,辉瑞Pfizer
4,2015-11-18,Swissport,未透露,28亿美元,海航资本
5,2015-11-16,喜达屋,100%,122亿美元,万豪国际
6,2015-11-10,Secure Islands,未透露,未透露,微软Microsoft
7,2015-11-07,Fly Labs,未透露,未透露,Google Ventures
8,2015-11-05,HomeAway,未透露,39亿美元,Expedia
9,2015-11-03,普罗米休斯Promethean,100%,1.3亿美元,网龙网络(M Fund)
10,2015-11-03,King Digital Entertainment Plc,未透露,59亿美元,动视暴雪
11,2015-10-30,mall.cz,未透露,2.25亿美元,Rockaway Capital
12,2015-10-29,Weather Company,未透露,20亿美元,IBM
13,2015-10-18,Digisfera,未透露,未透露,Google谷歌
14,2015-10-16,TradeGlobal,未透露,1.68亿美元,新加坡邮政Singapore Post
0,2015-10-12,Vivante图芯,100%,未透露,Verisilicon芯原微电子
1,2015-10-05,Perceptio,未透露,未透露,Apple苹果
2,2015-10-03,VocalIQ,100%,未透露,Apple苹果
3,2015-10-03,Havok,100%,未透露,微软Microsoft
4,2015-10-01,Jibe Mobile,未透露,未透露,Google谷歌
5,2015-09-30,Lapka,100%,未透露,Airbnb
6,2015-09-23,Spigot,100%,2.52亿美元,智度股份
7,2015-09-23,Designskin,100%,3564万人民币,朗姿股份
8,2015-09-20,Looksery,未透露,1.5亿美元,Snapchat
9,2015-09-17,Mapsense,未透露,3000万美元,Apple苹果
10,2015-09-16,Rising Tide Games,未透露,未透露,Zynga
11,2015-09-15,Double Labs,未透露,未透露,微软Microsoft
12,2015-09-10,Supersonic,未透露,未透露,ironSource
13,2015-09-06,Elemental Technologies,未透露,数亿美元,Amazon亚马逊
14,2015-08-31,世界铁人公司WTC,未透露,未透露,万达集团
0,2015-08-26,FutureAdvisor,100%,1.5亿美元,BlackRock
1,2015-08-25,Ashe Avenue,未透露,未透露,AOL美国在线
2,2015-08-06,SNK Playmore,81%,6350万美元,东方证券(东方星晖)
3,2015-07-23,Pixate,100%,未透露,Google Ventures
4,2015-07-20,Adallom,未透露,未透露,微软Microsoft
5,2015-07-20,Kate Somerville凯诗薇,未透露,未透露,联合利华
6,2015-07-18,OrderUp,未透露,未透露,Groupon
7,2015-07-17,Pebbles Interfaces,100%,未透露,Oculus VR
8,2015-07-17,Fieldone,100%,未透露,微软Microsoft
9,2015-06-26,家喜环球,100%,4.2亿港元,飞鱼科技
10,2015-06-25,Hoyts,100%,3.66亿美元,万达集团
11,2015-06-16,REDROVER,20%,2.54亿人民币,苏宁
12,2015-06-08,popIn,60%,未透露,百度公司
13,2015-05-29,Metaio,未透露,未透露,Apple苹果
14,2015-05-13,Umano,未透露,未透露,Dropbox
0,2015-05-12,AOL美国在线,未透露,44亿美元,Verizon Ventures
1,2015-05-05,Timeful,未透露,未透露,Google Ventures
2,2015-05-04,Cotopaxi Limited,100%,1810万英镑,东方国信
3,2015-04-30,TellApart,100%,5.32亿美元,Twitter
4,2015-04-28,Lifecake,未透露,数千万美元,Canon佳能
5,2015-04-22,WatchDox,未透露,数亿美元,Blackberry黑莓
6,2015-04-20,Skillman & Hackett,未透露,未透露,CapitalG谷歌资本
7,2015-04-19,thrive Audio,未透露,未透露,Google Ventures
8,2015-04-16,Verold,未透露,未透露,Box
9,2015-04-16,Volo,未透露,未透露,Rocket Internet
10,2015-04-15,Datazen Software,100%,未透露,微软Microsoft
11,2015-04-15,LinX,100%,2000万美元,Apple苹果
12,2015-04-13,Amiato,100%,未透露,Amazon亚马逊
13,2015-04-09,Dryft,未透露,未透露,Apple苹果
14,2015-04-09,Lynda,100%,15亿美元,LinkedIn
0,2015-04-08,OttoCat,100%,未透露,Apple苹果
1,2015-04-03,Refresh,100%,未透露,LinkedIn
2,2015-04-02,Toopher,未透露,未透露,Salesforce
3,2015-03-29,Blekko,100%,未透露,IBM
4,2015-03-27,LiveLoop,未透露,未透露,微软Microsoft
5,2015-03-26,LearnVest,未透露,2.5亿美元,Northwestern Mutual
6,2015-03-25,FoundationDB,未透露,未透露,Apple苹果
7,2015-03-20,SurfEasy,未透露,未透露,Opera
8,2015-03-19,OverDrive,100%,4.15亿美元,日本乐天Rakuten
9,2015-03-17,Careerify,未透露,未透露,LinkedIn
10,2015-03-16,MobPartner,未透露,5800万美元,猎豹移动
11,2015-03-15,The Find,100%,未透露,Facebook
12,2015-03-15,Apportable,未透露,未透露,Google谷歌
13,2015-03-13,2lemetry,100%,未透露,Amazon亚马逊
14,2015-03-13,Kili,100%,未透露,Square
0,2015-03-11,Blue Coat Systems,未透露,数亿美元,贝恩资本BainCapital
1,2015-03-10,Periscope Co,100%,3600万美元,Twitter
2,2015-03-06,YESCO Electronics,未透露,未透露,Samsung Ventures三星
3,2015-03-05,AlchemyAPI,100%,未透露,IBM
4,2015-03-04,Fab.com,100%,1500万美元,PCH International
5,2015-03-04,decarta,100%,未透露,uber
6,2015-03-03,Paydiant,100%,2.8亿美元,PayPal
7,2015-03-03,Aruba,100%,27亿美元,惠普
8,2015-03-03,Multiplay,100%,2000万英镑,GAME
9,2015-03-03,E-shelter,87%,1000亿日元,NTT Communications
10,2015-03-02,Freescale Semiconductor,未透露,118亿美元,NXP Semiconductors
11,2015-02-28,Smart AdServer,未透露,未透露,凯辉基金
12,2015-02-27,TrialPay,未透露,未透露,Visa
13,2015-02-25,Miniclip SA,未透露,未透露,腾讯
14,2015-02-25,Toro,100%,未透露,Google谷歌
0,2015-02-24,Camel Audios,100%,未透露,Apple苹果
1,2015-02-19,LoopPay,100%,未透露,Samsung Ventures三星
2,2015-02-13,Orbitz Worldwide,100%,16亿美元,Expedia
3,2015-02-13,Sunrise,100%,1亿美元,微软Microsoft
4,2015-02-11,Niche,未透露,5000万美元,Twitter
5,2015-02-10,Voltage Security,未透露,未透露,惠普
6,2015-02-10,Axis Communications AB,未透露,3300亿日元,Canon佳能
7,2015-02-10,WebPay,未透露,未透露,Line
8,2015-02-10,Eat24,未透露,1.34亿美元,Yelp
9,2015-02-09,Odysee,未透露,未透露,Google谷歌
10,2015-02-09,Infront Sports & Media,未透露,12亿美元,万达集团
11,2015-01-29,Screenhero,未透露,未透露,Slack
12,2015-01-27,Pixelapse,100%,未透露,Dropbox
13,2015-01-26,Revolution Analytics,未透露,未透露,微软Microsoft
14,2015-01-24,Travelocity,100%,2.8亿美元,Expedia
0,2015-01-22,Semetric,未透露,未透露,Apple苹果
1,2015-01-22,Equivio,100%,2亿美元,微软Microsoft
2,2015-01-22,Kosei,100%,未透露,Pinterest
3,2015-01-21,CloudOn,未透露,未透露,Dropbox
4,2015-01-20,Zipdial,100%,未透露,Twitter
5,2015-01-13,Tappy,未透露,未透露,Tinder
6,2015-01-11,Artifact Uprising,未透露,未透露,VSCO
7,2015-01-09,QuickFire Networks,100%,未透露,Facebook
8,2015-01-06,Travelfusion,未透露,未透露,携程
9,2015-01-06,Wit.ai,未透露,未透露,Facebook
10,2014-12-23,DataLogix,未透露,未透露,甲骨文Oracle
11,2014-12-21,Secusmart,100%,未透露,Blackberry黑莓
12,2014-12-19,MixRadio,未透露,未透露,Line
13,2014-12-18,true[x] Media,未透露,2亿美元,21st Century Fox
14,2014-12-17,Scan,未透露,1400万美元,Snapchat
0,2014-12-17,Vergence Labs,未透露,1500万美元,Snapchat
1,2014-12-16,Vision 7,85%,11.2亿人民币,蓝色光标
2,2014-12-15,Wishpicker,未透露,未透露,Snapdeal
3,2014-12-12,HockeyApp,100%,未透露,微软Microsoft
4,2014-12-12,Fotolia,未透露,8亿美元,Adobe Systems
5,2014-12-12,Nimble VR,100%,未透露,Oculus VR
6,2014-12-12,13th Lab,100%,未透露,Oculus VR
7,2014-12-10,GoodGame,未透露,未透露,Twitch
8,2014-12-09,Readyforce,未透露,未透露,LookSharp
9,2014-12-09,Natali Seculife,100%,7000万美元,三胞集团
10,2014-12-03,Vidible,100%,5000万美元,AOL美国在线
11,2014-12-02,Acompli,未透露,2亿美元,微软Microsoft
12,2014-12-02,PasswordBox,100%,未透露,英特尔投资Intel Capital
13,2014-11-27,Acompli,100%,未透露,微软Microsoft
14,2014-11-25,Oculus VR,未透露,20亿美元,Facebook
0,2014-11-25,Cooliris,未透露,未透露,雅虎
1,2014-11-20,RelativeWave,未透露,未透露,Google谷歌
2,2014-11-18,GrooveBook,未透露,1450万美元,Shutterfly
3,2014-11-14,Aorato,100%,2亿美元,微软Microsoft
4,2014-11-12,BrightRoll,未透露,6.4亿美元,雅虎
5,2014-11-10,Rooftop Media,100%,未透露,Amazon亚马逊
6,2014-10-27,Twitpic,100%,未透露,Twitter
7,2014-10-25,Revolv,100%,未透露,Google谷歌
8,2014-10-22,Firebase,100%,未透露,Google Ventures
9,2014-10-22,Relias Learning,100%,数亿美元,贝塔斯曼亚洲投资基金
10,2014-10-19,Playlists.net,100%,未透露,Warner Music华纳唱片
11,2014-10-15,CSR,100%,25亿美元,高通Qualcomm Ventures
12,2014-10-15,DramaFever,100%,未透露,软银中国
13,2014-10-10,Peixe Urbano,60%,未透露,百度公司
14,2014-10-06,MessageMe,100%,未透露,雅虎
0,2014-09-24,Prss,100%,未透露,Apple苹果
1,2014-09-23,Neul,100%,2500万美元,华为
2,2014-09-22,Bookpad,100%,未透露,雅虎
3,2014-09-19,Concur Technologies,100%,83亿美元,SAP Ventures
4,2014-09-16,Mojang,100%,25亿美元,微软Microsoft
5,2014-09-16,Euvision,100%,未透露,高通Qualcomm Ventures
6,2014-09-12,Eucalyptus Systems,100%,未透露,惠普
7,2014-09-12,Polar,100%,未透露,Google谷歌
8,2014-09-11,Lift Labs,100%,未透露,普思资本
9,2014-09-10,Ebates,100%,10亿美元,日本乐天Rakuten
10,2014-09-09,Luminate,100%,未透露,雅虎
11,2014-08-27,ZYNC Render,100%,未透露,Google谷歌
12,2014-08-25,Twitch,100%,9.7亿美元,Amazon亚马逊
13,2014-08-22,Gecko Design,100%,未透露,Google谷歌
14,2014-08-17,ClarityRay,100%,未透露,雅虎
0,2014-08-16,Jetpac,100%,未透露,Google谷歌
1,2014-08-13,Zofari,100%,未透露,雅虎
2,2014-08-12,Ooyala,75%,2.7亿美元,澳洲电讯Telstra
3,2014-08-12,Lighthouse Security,100%,未透露,IBM
4,2014-08-08,PrivateCore,100%,未透露,Facebook
5,2014-08-07,Emu Messenger,100%,未透露,Google谷歌
6,2014-08-07,Directr,100%,未透露,Google谷歌
7,2014-08-05,Caviar,100%,未透露,Square
8,2014-08-04,Bally Technologies,100%,51亿美元,Scientific Games Corporation
9,2014-08-01,Plastic Jungle,100%,未透露,CardCash.com
10,2014-08-01,CrossIdeas,100%,未透露,IBM
11,2014-08-01,Mitro,100%,未透露,Twitter
12,2014-07-31,EmpoweredU,100%,未透露,高通Qualcomm Ventures
13,2014-07-31,Icebergs,100%,未透露,Pinterest
14,2014-07-31,Gyft,100%,未透露,FirstData
0,2014-07-30,ADMETA,100%,未透露,WideOrbit
1,2014-07-30,Madbits,100%,未透露,Twitter
2,2014-07-29,Trulia,100%,35亿美元,Zillow
3,2014-07-28,Swell,100%,3000万美元,Apple苹果
4,2014-07-26,Booklamp,未透露,未透露,Apple苹果
5,2014-07-25,Viator,100%,2亿美元,TripAdvisor
6,2014-07-24,Mingoa,100%,未透露,Microsemi Corporation
7,2014-07-24,DrawElements,100%,数千万美元,Google谷歌
8,2014-07-24,DrawElements,未透露,数千万美元,Google谷歌
9,2014-07-22,Flurry,100%,未透露,雅虎
10,2014-07-21,WeLoveYourSongs,100%,未透露,Kapipal
11,2014-07-18,Card Spring,100%,未透露,Twitter
12,2014-07-17,Fuseproject,75%,2亿人民币,蓝色光标
13,2014-07-17,SmartThings,100%,2亿美元,Samsung Ventures三星
14,2014-07-17,Fuseproject,未透露,4667万美元,蓝色光标
0,2014-07-16,CoverItLive,未透露,未透露,ScribbleLive
1,2014-07-15,Newsle,100%,未透露,LinkedIn
2,2014-07-13,InMage,100%,未透露,微软Microsoft
3,2014-07-12,RayV,100%,未透露,雅虎
4,2014-07-12,RelateIQ,100%,3.9亿美元,Salesforce
5,2014-07-08,RakNet,100%,未透露,Oculus VR
6,2014-07-07,Wotif,100%,6.58亿美元,Expedia
7,2014-07-03,LiveRail,100%,未透露,Facebook
8,2014-07-03,SyntaxTree,100%,未透露,微软Microsoft
9,2014-07-03,Wilocity,100%,3亿美元,高通Qualcomm Ventures
10,2014-07-02,Songza,100%,未透露,Google谷歌
11,2014-07-02,Tripeese,100%,未透露,Travefy
12,2014-07-02,Travelist,100%,未透露,Secret Escapes
13,2014-07-01,Tap Commerce,100%,1亿美元,Twitter
14,2014-06-29,Assemblage,100%,未透露,Cisco思科
0,2014-06-27,Auto Escape,100%,未透露,Expedia
1,2014-06-26,Appurify,100%,未透露,Google谷歌
2,2014-06-25,Carbon Design,100%,未透露,Oculus VR
3,2014-06-24,Micros Systems,100%,53亿美元,甲骨文Oracle
4,2014-06-22,Dropcam,100%,5.55亿美元,Union Grove Venture Partners
5,2014-06-21,TalkTo,100%,未透露,Path
6,2014-06-20,Alpental Technologies,100%,未透露,Google谷歌
7,2014-06-20,SnappyTV,100%,未透露,Twitter
8,2014-06-20,mDialog,100%,未透露,Google谷歌
9,2014-06-19,WhippleHill,100%,3500万美元,Blackbaud
10,2014-06-18,Tail-f Systems,100%,1.75亿美元,Cisco思科
11,2014-06-17,Fusion-io,100%,11亿美元,SanDisk
12,2014-06-17,Parastructure,100%,未透露,Dropbox
13,2014-06-13,OpenTable,100%,26亿美元,Priceline
14,2014-06-13,Renesas SP Drivers,100%,4.75亿美元,Synaptics
0,2014-06-11,Skybox Imaging,100%,5亿美元,Google谷歌
1,2014-06-08,Droptalk,100%,未透露,Dropbox
2,2014-06-07,Spotsetter,100%,未透露,Apple苹果
3,2014-06-05,Namo Media,100%,未透露,Twitter
4,2014-06-04,InstaEDU,未透露,3000万美元,Chegg
5,2014-06-04,Pryte,未透露,数千万美元,Facebook
6,2014-05-30,Desti,未透露,数千万美元,Nokia诺基亚
7,2014-05-29,Beats Electronics,100%,30亿美元,Apple苹果
8,2014-05-21,Bubbli,100%,未透露,Dropbox
9,2014-05-20,Divide,未透露,未透露,Google谷歌
10,2014-05-20,Cognea,未透露,未透露,Watson
11,2014-05-17,Word Lens,100%,未透露,Google谷歌
12,2014-05-15,LiveRamp,100%,3.1亿美元,Acxiom
13,2014-05-14,Publications International,未透露,8000万美元,凤凰传媒
14,2014-05-14,Blink,未透露,未透露,雅虎
0,2014-05-10,Ginger Software,未透露,3000万美元,英特尔投资Intel Capital
1,2014-05-10,Wurldtech,未透露,未透露,General Electric
2,2014-05-09,LaFourchette,100%,1.4亿美元,TripAdvisor
3,2014-05-08,Appetas,100%,未透露,Google谷歌
4,2014-05-08,Stackdriver,100%,未透露,Google谷歌
5,2014-05-06,Adometry,未透露,数千万美元,Google谷歌
6,2014-05-03,Rangespan,未透露,未透露,Google谷歌
7,2014-05-01,Waggl,100%,未透露,Unified
8,2014-05-01,LuxVue Technology,未透露,未透露,Apple苹果
9,2014-05-01,mig33,未透露,960万美元,富智康（FIH Mobile）
10,2014-05-01,Ginger Software,未透露,3000万美元,英特尔投资Intel Capital
11,2014-05-01,Wurldtech,未透露,未透露,General Electric
12,2014-05-01,LaFourchette,未透露,1.4亿美元,TripAdvisor
13,2014-05-01,Stackdriver,未透露,未透露,Google Ventures
14,2014-04-25,Moves,100%,未透露,Facebook
0,2014-04-24,Grand St.,未透露,未透露,Etsy
1,2014-04-20,YourGolf Online,未透露,未透露,Jupiter Golf Network
2,2014-04-18,Loom,未透露,未透露,Dropbox
3,2014-04-18,Hackpad,未透露,未透露,Dropbox
4,2014-04-18,Springstone,未透露,1.4亿美元,Lending Club
5,2014-04-17,Luxury Society,100%,未透露,Digital Luxury Group
6,2014-04-16,Gnip,100%,1.34亿美元,Twitter
7,2014-04-15,Waystar?Success?Holding?Limited,40%,9800万人民币,奥飞娱乐
8,2014-04-15,Titan Aerospace,100%,未透露,Google谷歌
9,2014-04-14,Progman Oy,100%,1800万欧元,广联达
10,2014-04-12,Content Amp,100%,250万美元,Adyoulike
11,2014-04-11,ComiXology,未透露,未透露,Amazon亚马逊
12,2014-04-10,Blacksumac,100%,未透露,iControl Networks
13,2014-04-09,eyeOS,100%,未透露,西班牙电信
14,2014-04-08,Cover Lockscreen,100%,未透露,Twitter
0,2014-04-08,Compilr,100%,2000万美元,Lynda
1,2014-04-04,Novauris,100%,未透露,Apple苹果
2,2014-04-03,Sundaytoz,20%,1.12亿美元,SmileGate
3,2014-04-01,Playground.fm,100%,未透露,Jawbone
4,2014-04-01,Playground.fm,100%,未透露,Jawbone
5,2014-03-31,Ascenta,100%,数千万美元,Facebook
6,2014-03-28,Hoccer,51%,5000万欧元,Media Ventures
7,2014-03-27,eAccess,100%,32亿美元,雅虎
8,2014-03-26,Oculus VR,未透露,20亿美元,Facebook
9,2014-03-26,Basis Science,未透露,1亿美元,英特尔投资Intel Capital
10,2014-03-25,Maker Studios,未透露,5亿美元,The Walt Disney Company迪士尼
